geneID	geneClass	geneType
AAEL010898	protein_coding_gene	protein_coding
AAEL010896	protein_coding_gene	protein_coding
AAEL022113	protein_coding_gene	protein_coding
AAEL022693	protein_coding_gene	protein_coding
AAEL023903	protein_coding_gene	protein_coding
AAEL027025	protein_coding_gene	protein_coding
AAEL025992	protein_coding_gene	protein_coding
AAEL020414	protein_coding_gene	protein_coding
AAEL023907	protein_coding_gene	protein_coding
AAEL009208	protein_coding_gene	protein_coding
AAEL023582	protein_coding_gene	protein_coding
AAEL027988	protein_coding_gene	protein_coding
AAEL015533	protein_coding_gene	protein_coding
AAEL019008	ncRNA_gene	tRNA
AAEL016679	ncRNA_gene	tRNA
AAEL016682	ncRNA_gene	tRNA
AAEL016683	ncRNA_gene	tRNA
AAEL016685	ncRNA_gene	tRNA
AAEL018999	ncRNA_gene	tRNA
AAEL023381	ncRNA_gene	lncRNA
AAEL013723	protein_coding_gene	protein_coding
AAEL009209	protein_coding_gene	protein_coding
AAEL016687	ncRNA_gene	tRNA
AAEL016688	ncRNA_gene	tRNA
AAEL016689	ncRNA_gene	tRNA
AAEL016691	ncRNA_gene	tRNA
AAEL016692	ncRNA_gene	tRNA
AAEL018909	ncRNA_gene	tRNA
AAEL013722	protein_coding_gene	protein_coding
AAEL013724	protein_coding_gene	protein_coding
AAEL020886	ncRNA_gene	lncRNA
AAEL027373	protein_coding_gene	protein_coding
AAEL024449	pseudogene	pseudogene
AAEL013725	protein_coding_gene	protein_coding
AAEL013721	protein_coding_gene	protein_coding
AAEL019700	protein_coding_gene	protein_coding
AAEL014045	protein_coding_gene	protein_coding
AAEL014044	protein_coding_gene	protein_coding
AAEL014046	protein_coding_gene	protein_coding
AAEL004557	protein_coding_gene	protein_coding
AAEL004564	protein_coding_gene	protein_coding
AAEL004568	protein_coding_gene	protein_coding
AAEL004561	protein_coding_gene	protein_coding
AAEL004572	protein_coding_gene	protein_coding
AAEL018910	ncRNA_gene	tRNA
AAEL025168	protein_coding_gene	protein_coding
AAEL022048	protein_coding_gene	protein_coding
AAEL022131	protein_coding_gene	protein_coding
AAEL021796	ncRNA_gene	lncRNA
AAEL012865	protein_coding_gene	protein_coding
AAEL012866	protein_coding_gene	protein_coding
AAEL012867	protein_coding_gene	protein_coding
AAEL012860	protein_coding_gene	protein_coding
AAEL012863	protein_coding_gene	protein_coding
AAEL025095	protein_coding_gene	protein_coding
AAEL013851	protein_coding_gene	protein_coding
AAEL012868	protein_coding_gene	protein_coding
AAEL020571	protein_coding_gene	protein_coding
AAEL012859	protein_coding_gene	protein_coding
AAEL012870	protein_coding_gene	protein_coding
AAEL012864	protein_coding_gene	protein_coding
AAEL009640	protein_coding_gene	protein_coding
AAEL024551	ncRNA_gene	lncRNA
AAEL020040	protein_coding_gene	protein_coding
AAEL009634	protein_coding_gene	protein_coding
AAEL009637	protein_coding_gene	protein_coding
AAEL009642	protein_coding_gene	protein_coding
AAEL009636	protein_coding_gene	protein_coding
AAEL016703	ncRNA_gene	tRNA
AAEL020812	ncRNA_gene	lncRNA
AAEL009635	protein_coding_gene	protein_coding
AAEL018926	ncRNA_gene	tRNA
AAEL020153	ncRNA_gene	lncRNA
AAEL016705	ncRNA_gene	tRNA
AAEL009639	protein_coding_gene	protein_coding
AAEL018925	ncRNA_gene	tRNA
AAEL026149	protein_coding_gene	protein_coding
AAEL009644	protein_coding_gene	protein_coding
AAEL011253	protein_coding_gene	protein_coding
AAEL029015	protein_coding_gene	protein_coding
AAEL017570	protein_coding_gene	protein_coding
AAEL027416	protein_coding_gene	protein_coding
AAEL023856	protein_coding_gene	protein_coding
AAEL028969	ncRNA_gene	rRNA
AAEL028977	ncRNA_gene	rRNA
AAEL018215	protein_coding_gene	protein_coding
AAEL021653	ncRNA_gene	lncRNA
AAEL011251	protein_coding_gene	protein_coding
AAEL011248	protein_coding_gene	protein_coding
AAEL022386	ncRNA_gene	lncRNA
AAEL021455	ncRNA_gene	lncRNA
AAEL022993	ncRNA_gene	lncRNA
AAEL011255	protein_coding_gene	protein_coding
AAEL024493	pseudogene	pseudogene
AAEL011254	protein_coding_gene	protein_coding
AAEL024793	pseudogene	pseudogene
AAEL021648	ncRNA_gene	lncRNA
AAEL007248	protein_coding_gene	protein_coding
AAEL022093	ncRNA_gene	lncRNA
AAEL025289	ncRNA_gene	lncRNA
AAEL021614	ncRNA_gene	lncRNA
AAEL023952	ncRNA_gene	lncRNA
AAEL014006	protein_coding_gene	protein_coding
AAEL021039	ncRNA_gene	lncRNA
AAEL014527	protein_coding_gene	protein_coding
AAEL025699	protein_coding_gene	protein_coding
AAEL014526	protein_coding_gene	protein_coding
AAEL027509	ncRNA_gene	lncRNA
AAEL014529	protein_coding_gene	protein_coding
AAEL014528	protein_coding_gene	protein_coding
AAEL011326	protein_coding_gene	protein_coding
AAEL011329	protein_coding_gene	protein_coding
AAEL006191	protein_coding_gene	protein_coding
AAEL006209	protein_coding_gene	protein_coding
AAEL006193	protein_coding_gene	protein_coding
AAEL006189	protein_coding_gene	protein_coding
AAEL025448	ncRNA_gene	lncRNA
AAEL006208	protein_coding_gene	protein_coding
AAEL006196	protein_coding_gene	protein_coding
AAEL006197	protein_coding_gene	protein_coding
AAEL019752	protein_coding_gene	protein_coding
Or74	protein_coding_gene	Odorant receptor 74
AAEL027552	ncRNA_gene	lncRNA
Or58	protein_coding_gene	Odorant receptor 58
Or73	protein_coding_gene	Odorant receptor 73
AAEL013424	protein_coding_gene	protein_coding
AAEL013421	protein_coding_gene	protein_coding
Or75	protein_coding_gene	Odorant receptor 75
Or76	protein_coding_gene	Odorant receptor 76
Or77	protein_coding_gene	Odorant receptor 77
Or78	protein_coding_gene	Odorant receptor 78
Or79	protein_coding_gene	Odorant receptor 79
AAEL021637	ncRNA_gene	lncRNA
AAEL002543	protein_coding_gene	protein_coding
AAEL002547	protein_coding_gene	protein_coding
AAEL002563	protein_coding_gene	protein_coding
AAEL002539	protein_coding_gene	protein_coding
AAEL016217	ncRNA_gene	tRNA
AAEL016214	ncRNA_gene	tRNA
AAEL016212	ncRNA_gene	tRNA
AAEL028647	ncRNA_gene	tRNA
AAEL016210	ncRNA_gene	tRNA
AAEL002566	protein_coding_gene	protein_coding
AAEL002551	protein_coding_gene	protein_coding
AAEL002556	protein_coding_gene	protein_coding
AAEL020826	ncRNA_gene	lncRNA
AAEL021764	ncRNA_gene	lncRNA
AAEL002548	protein_coding_gene	protein_coding
AAEL022395	ncRNA_gene	lncRNA
AAEL002564	protein_coding_gene	protein_coding
AAEL002554	protein_coding_gene	protein_coding
AAEL026527	ncRNA_gene	lncRNA
AAEL002550	protein_coding_gene	protein_coding
AAEL025472	ncRNA_gene	lncRNA
AAEL002560	protein_coding_gene	protein_coding
AAEL026949	ncRNA_gene	lncRNA
AAEL002549	protein_coding_gene	protein_coding
AAEL002569	protein_coding_gene	protein_coding
AAEL027912	protein_coding_gene	protein_coding
AAEL002555	protein_coding_gene	protein_coding
AAEL002574	protein_coding_gene	protein_coding
AAEL002565	protein_coding_gene	protein_coding
AAEL027874	ncRNA_gene	lncRNA
AAEL002571	protein_coding_gene	protein_coding
AAEL002575	protein_coding_gene	protein_coding
AAEL027403	ncRNA_gene	lncRNA
AAEL023090	ncRNA_gene	lncRNA
AAEL002544	protein_coding_gene	protein_coding
AAEL002542	protein_coding_gene	protein_coding
AAEL002541	protein_coding_gene	protein_coding
AAEL002557	protein_coding_gene	protein_coding
AAEL024811	ncRNA_gene	lncRNA
AAEL020313	protein_coding_gene	protein_coding
AAEL002567	protein_coding_gene	protein_coding
AAEL025948	ncRNA_gene	lncRNA
AAEL020337	ncRNA_gene	lncRNA
AAEL002546	protein_coding_gene	protein_coding
AAEL002559	protein_coding_gene	protein_coding
AAEL002572	protein_coding_gene	protein_coding
AAEL003491	protein_coding_gene	protein_coding
AAEL003501	protein_coding_gene	protein_coding
AAEL027951	protein_coding_gene	protein_coding
AAEL028874	ncRNA_gene	lncRNA
AAEL028718	ncRNA_gene	lncRNA
AAEL027711	ncRNA_gene	lncRNA
AAEL003504	protein_coding_gene	protein_coding
AAEL003506	protein_coding_gene	protein_coding
AAEL003503	protein_coding_gene	protein_coding
AAEL003490	protein_coding_gene	protein_coding
AAEL003495	protein_coding_gene	protein_coding
AAEL021538	protein_coding_gene	protein_coding
AAEL014995	protein_coding_gene	protein_coding
AAEL024037	ncRNA_gene	lncRNA
AAEL022158	ncRNA_gene	lncRNA
AAEL010923	protein_coding_gene	protein_coding
AAEL010924	protein_coding_gene	protein_coding
AAEL021727	ncRNA_gene	lncRNA
AAEL018868	ncRNA_gene	tRNA
AAEL002766	protein_coding_gene	protein_coding
AAEL021418	protein_coding_gene	protein_coding
AAEL002764	protein_coding_gene	protein_coding
AAEL028700	ncRNA_gene	lncRNA
AAEL028875	ncRNA_gene	lncRNA
AAEL027106	ncRNA_gene	lncRNA
AAEL026203	ncRNA_gene	lncRNA
AAEL025931	ncRNA_gene	lncRNA
AAEL026721	protein_coding_gene	protein_coding
AAEL019379	ncRNA_gene	lncRNA
AAEL021464	ncRNA_gene	lncRNA
AAEL002769	protein_coding_gene	protein_coding
AAEL022762	ncRNA_gene	lncRNA
AAEL026232	ncRNA_gene	lncRNA
AAEL009114	protein_coding_gene	protein_coding
AAEL024889	protein_coding_gene	protein_coding
AAEL018907	ncRNA_gene	tRNA
AAEL021440	ncRNA_gene	lncRNA
AAEL009108	protein_coding_gene	protein_coding
AAEL009110	protein_coding_gene	protein_coding
AAEL024776	ncRNA_gene	lncRNA
AAEL009109	protein_coding_gene	protein_coding
AAEL020285	protein_coding_gene	protein_coding
AAEL009112	protein_coding_gene	protein_coding
AAEL018908	ncRNA_gene	tRNA
AAEL018891	ncRNA_gene	tRNA
AAEL025031	protein_coding_gene	protein_coding
AAEL028701	ncRNA_gene	tRNA
AAEL028795	ncRNA_gene	tRNA
AAEL016640	ncRNA_gene	tRNA
AAEL016639	ncRNA_gene	tRNA
AAEL022097	ncRNA_gene	lncRNA
AAEL016638	ncRNA_gene	tRNA
AAEL028240	ncRNA_gene	lncRNA
AAEL025611	protein_coding_gene	protein_coding
AAEL023619	protein_coding_gene	protein_coding
AAEL008334	protein_coding_gene	protein_coding
AAEL026038	protein_coding_gene	protein_coding
AAEL004390	protein_coding_gene	protein_coding
AAEL004386	protein_coding_gene	protein_coding
AAEL004388	protein_coding_gene	protein_coding
AAEL004399	protein_coding_gene	protein_coding
AAEL004396	protein_coding_gene	protein_coding
AAEL022231	protein_coding_gene	protein_coding
AAEL027051	ncRNA_gene	lncRNA
AAEL004398	protein_coding_gene	protein_coding
AAEL027273	protein_coding_gene	protein_coding
AAEL004389	protein_coding_gene	protein_coding
AAEL020857	ncRNA_gene	lncRNA
AAEL013739	protein_coding_gene	protein_coding
AAEL013737	protein_coding_gene	protein_coding
AAEL019447	protein_coding_gene	protein_coding
AAEL024782	ncRNA_gene	lncRNA
AAEL017160	protein_coding_gene	protein_coding
AAEL019927	protein_coding_gene	protein_coding
AAEL022444	ncRNA_gene	lncRNA
AAEL011522	protein_coding_gene	protein_coding
AAEL020268	ncRNA_gene	lncRNA
AAEL024891	protein_coding_gene	protein_coding
AAEL014082	protein_coding_gene	protein_coding
AAEL014080	protein_coding_gene	protein_coding
AAEL023845	protein_coding_gene	protein_coding
AAEL020865	protein_coding_gene	protein_coding
AAEL021257	protein_coding_gene	protein_coding
AAEL012955	protein_coding_gene	protein_coding
AAEL027303	ncRNA_gene	lncRNA
AAEL028986	ncRNA_gene	tRNA
AAEL024508	protein_coding_gene	protein_coding
AAEL010722	protein_coding_gene	protein_coding
AAEL025546	ncRNA_gene	lncRNA
AAEL029048	protein_coding_gene	protein_coding
AAEL025802	protein_coding_gene	protein_coding
AAEL010721	protein_coding_gene	protein_coding
AAEL022009	protein_coding_gene	protein_coding
AAEL026885	protein_coding_gene	protein_coding
AAEL008613	protein_coding_gene	protein_coding
AAEL018695	protein_coding_gene	protein_coding
AAEL008617	protein_coding_gene	protein_coding
AAEL022467	protein_coding_gene	protein_coding
AAEL026296	protein_coding_gene	protein_coding
AAEL005552	protein_coding_gene	protein_coding
AAEL005533	protein_coding_gene	protein_coding
AAEL017481	protein_coding_gene	protein_coding
AAEL022458	ncRNA_gene	lncRNA
AAEL014628	protein_coding_gene	protein_coding
AAEL022786	protein_coding_gene	protein_coding
AAEL016960	protein_coding_gene	protein_coding
AAEL014630	protein_coding_gene	protein_coding
AAEL010513	protein_coding_gene	protein_coding
AAEL025186	protein_coding_gene	protein_coding
AAEL022099	protein_coding_gene	protein_coding
AAEL028799	ncRNA_gene	lncRNA
AAEL028696	ncRNA_gene	lncRNA
AAEL023328	ncRNA_gene	lncRNA
AAEL010516	protein_coding_gene	protein_coding
AAEL022899	ncRNA_gene	lncRNA
AAEL020469	protein_coding_gene	protein_coding
AAEL012826	protein_coding_gene	protein_coding
AAEL012822	protein_coding_gene	protein_coding
AAEL012825	protein_coding_gene	protein_coding
AAEL012827	protein_coding_gene	protein_coding
AAEL012820	protein_coding_gene	protein_coding
AAEL000079	protein_coding_gene	protein_coding
AAEL018809	ncRNA_gene	tRNA
AAEL027208	ncRNA_gene	lncRNA
AAEL000084	protein_coding_gene	protein_coding
AAEL000016	protein_coding_gene	protein_coding
AAEL021708	protein_coding_gene	protein_coding
AAEL000029	protein_coding_gene	protein_coding
AAEL000024	protein_coding_gene	protein_coding
AAEL000064	protein_coding_gene	protein_coding
AAEL002169	protein_coding_gene	protein_coding
AAEL020602	protein_coding_gene	protein_coding
AAEL022656	protein_coding_gene	protein_coding
Gr2	protein_coding_gene	Gustatory receptor 2
AAEL002165	protein_coding_gene	protein_coding
AAEL016176	ncRNA_gene	tRNA
AAEL024080	ncRNA_gene	lncRNA
AAEL019387	ncRNA_gene	SRP_RNA
AAEL028675	ncRNA_gene	SRP_RNA
AAEL018822	ncRNA_gene	tRNA
AAEL016178	ncRNA_gene	tRNA
AAEL019388	ncRNA_gene	SRP_RNA
AAEL002141	protein_coding_gene	protein_coding
AAEL023189	protein_coding_gene	protein_coding
AAEL002177	protein_coding_gene	protein_coding
AAEL016179	ncRNA_gene	tRNA
AAEL028092	protein_coding_gene	protein_coding
AAEL002137	protein_coding_gene	protein_coding
AAEL027326	protein_coding_gene	protein_coding
AAEL002145	protein_coding_gene	protein_coding
AAEL023727	ncRNA_gene	lncRNA
AAEL020988	ncRNA_gene	lncRNA
AAEL002173	protein_coding_gene	protein_coding
AAEL002142	protein_coding_gene	protein_coding
AAEL002140	protein_coding_gene	protein_coding
AAEL020152	ncRNA_gene	lncRNA
AAEL019706	protein_coding_gene	protein_coding
AAEL023823	ncRNA_gene	lncRNA
AAEL027283	ncRNA_gene	lncRNA
AAEL023754	ncRNA_gene	lncRNA
AAEL027261	protein_coding_gene	protein_coding
AAEL027433	protein_coding_gene	protein_coding
AAEL022859	pseudogene	pseudogene
AAEL005422	protein_coding_gene	protein_coding
AAEL027445	ncRNA_gene	lncRNA
AAEL005401	protein_coding_gene	protein_coding
AAEL005413	protein_coding_gene	protein_coding
AAEL005423	protein_coding_gene	protein_coding
AAEL026343	protein_coding_gene	protein_coding
AAEL028211	protein_coding_gene	protein_coding
AAEL005405	protein_coding_gene	protein_coding
AAEL005402	protein_coding_gene	protein_coding
AAEL005411	protein_coding_gene	protein_coding
AAEL021924	ncRNA_gene	lncRNA
AAEL025444	ncRNA_gene	lncRNA
AAEL020882	ncRNA_gene	lncRNA
AAEL005410	protein_coding_gene	protein_coding
AAEL022292	ncRNA_gene	lncRNA
AAEL005400	protein_coding_gene	protein_coding
AAEL026397	ncRNA_gene	lncRNA
AAEL022791	ncRNA_gene	lncRNA
AAEL023680	protein_coding_gene	protein_coding
AAEL005414	protein_coding_gene	protein_coding
AAEL005403	protein_coding_gene	protein_coding
AAEL005407	protein_coding_gene	protein_coding
AAEL005408	protein_coding_gene	protein_coding
AAEL005412	protein_coding_gene	protein_coding
AAEL005426	protein_coding_gene	protein_coding
AAEL005417	protein_coding_gene	protein_coding
AAEL027245	protein_coding_gene	protein_coding
AAEL005409	protein_coding_gene	protein_coding
AAEL005415	protein_coding_gene	protein_coding
AAEL005406	protein_coding_gene	protein_coding
AAEL005419	protein_coding_gene	protein_coding
AAEL005425	protein_coding_gene	protein_coding
AAEL019639	protein_coding_gene	protein_coding
AAEL023140	ncRNA_gene	lncRNA
AAEL005420	protein_coding_gene	protein_coding
AAEL020967	protein_coding_gene	protein_coding
AAEL021147	protein_coding_gene	protein_coding
AAEL005428	protein_coding_gene	protein_coding
AAEL024630	protein_coding_gene	protein_coding
AAEL003743	protein_coding_gene	protein_coding
AAEL003752	protein_coding_gene	protein_coding
AAEL003769	protein_coding_gene	protein_coding
AAEL003772	protein_coding_gene	protein_coding
AAEL025554	ncRNA_gene	lncRNA
AAEL003762	protein_coding_gene	protein_coding
AAEL003756	protein_coding_gene	protein_coding
AAEL003770	protein_coding_gene	protein_coding
AAEL018306	protein_coding_gene	protein_coding
AAEL003749	protein_coding_gene	protein_coding
AAEL003755	protein_coding_gene	protein_coding
AAEL003771	protein_coding_gene	protein_coding
AAEL003754	protein_coding_gene	protein_coding
AAEL003768	protein_coding_gene	protein_coding
AAEL003750	protein_coding_gene	protein_coding
AAEL003746	protein_coding_gene	protein_coding
AAEL019607	protein_coding_gene	protein_coding
AAEL003764	protein_coding_gene	protein_coding
AAEL003766	protein_coding_gene	protein_coding
AAEL003748	protein_coding_gene	protein_coding
AAEL003763	protein_coding_gene	protein_coding
AAEL026856	pseudogene	pseudogene
AAEL028951	ncRNA_gene	lncRNA
AAEL028745	ncRNA_gene	lncRNA
AAEL019437	protein_coding_gene	protein_coding
AAEL003909	protein_coding_gene	protein_coding
AAEL003919	protein_coding_gene	protein_coding
AAEL021869	protein_coding_gene	protein_coding
